"targetId","targetSymbol","targetName","biotype","maxLiteratureEvidencePhenotype","maxLiteratureEvidenceCount","chronic obstructive pulmonary disease","glaucoma","hypertension","rheumatoid arthritis","obesity","age-related macular degeneration","heart disease","osteoporosis","chronic kidney disease","atherosclerosis","longevity","lipid measurement","lean body mass","grip strength measurement","cognitive decline measurement","delirium","heel bone mineral density","adult onset asthma","chronic pain","alzheimers disease","type 2 diabetes","osteoarthritis","parkinsons disease","metabolic syndrome","adiponectin measurement","gait measurement","healthspan","stroke","idiopathic pulmonary fibrosis","frailty measurement","lewy body dementia","cartilage thickness measurement","neurodegeneration","HGNC","PDB","GenAge.ID","GenAge.URL","CellAge.senescence_effect","n_hallmarks","goHallmarks","goHallmarkTerms","AB","OC","PR","SM","overallMultimorbidityCount"
"ENSG00000198625","MDM4","MDM4 regulator of p53","protein coding","heart disease",10,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6974","2CR8, 2MWY, 2N06, 2N0U, 2N0W, 2N14, 2VJE, 2VJF, 2VYR, 3DAB, 3EQY, 3FDO, 3FE7, 3FEA, 3JZO, 3JZP, 3JZQ, 3LBJ, 3MQR, 3U15, 4RXZ, 5MNJ, 5UML, 5VK1, 6Q9Q, 6Q9S, 6Q9U, 6Q9W, 6Q9Y, 7C3Q, 7C3Y, 7C44, 7EL4",NA,NA,NA,1,"Proteostasis","protein catabolic process, protein stabilization","No_Evidence","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",1
"ENSG00000117122","MFAP2","microfibril associated protein 2","protein coding","chronic obstructive pulmonary disease",1,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7033",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","No_Evidence","No_Evidence",2
"ENSG00000118777","ABCG2","ATP binding cassette subfamily G member 2 (Junior blood group)","protein coding","heart disease",25,NA,0.02,NA,NA,NA,NA,0,NA,NA,NA,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","5NJ3, 5NJG, 6ETI, 6FEQ, 6FFC, 6HBU, 6HCO, 6HIJ, 6HZM, 6VXF, 6VXH, 6VXI, 6VXJ, 7NEQ, 7NEZ, 7NFD",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",1
"ENSG00000124507","PACSIN1","protein kinase C and casein kinase substrate in neurons 1","protein coding",NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8570","3HAH, 3HAI, 3Q84, 3QNI",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","Predicted_Tractable",3
"ENSG00000163638","ADAMTS9","ADAM metallopeptidase with thrombospondin type 1 motif 9","protein coding","type 2 diabetes",26,NA,NA,NA,NA,0,0.71,0.01,0,0,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,0.63,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13202",NA,NA,NA,NA,1,"Proteostasis","protein catabolic process","Predicted_Tractable_(H)","No_Evidence","No_Evidence","No_Evidence",4
"ENSG00000169372","CRADD","CASP2 and RIPK1 domain containing adaptor with death domain","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,0.63,NA,NA,0.44,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2340","2O71, 2OF5, 3CRD",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",4
"ENSG00000106392","C1GALT1","core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1","protein coding",NA,NA,0.5,NA,0.53,NA,NA,NA,0.05,NA,0,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24337",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","No_Evidence",3
"ENSG00000135100","HNF1A","HNF1 homeobox A","protein coding","type 2 diabetes",329,0.01,0,NA,0,NA,NA,0.58,0.01,NA,0.33,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,0.79,0,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11621","1IC8, 2GYP",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","No_Evidence","No_Evidence",5
"ENSG00000144852","NR1I2","nuclear receptor subfamily 1 group I member 2","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7968","1ILG, 1ILH, 1M13, 1NRL, 1SKX, 2O9I, 2QNV, 3CTB, 3HVL, 3R8D, 4J5W, 4J5X, 4NY9, 4S0S, 4S0T, 4X1F, 4X1G, 4XAO, 4XHD, 5A86, 5X0R, 6BNS, 6DUP, 6HJ2, 6HTY, 6NX1, 6P2B, 6S41, 6TFI, 6XP9, 7AX8, 7AX9, 7AXA, 7AXB, 7AXC, 7AXD, 7AXE, 7AXF, 7AXG, 7AXH, 7AXI, 7AXJ, 7AXK, 7AXL",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",2
"ENSG00000148396","SEC16A","SEC16 homolog A, endoplasmic reticulum export factor","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29006",NA,NA,NA,NA,1,"Proteostasis","protein stabilization","Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","No_Evidence",2
"ENSG00000155511","GRIA1","glutamate ionotropic receptor AMPA type subunit 1","protein coding","heart disease",4,NA,NA,NA,NA,NA,NA,0.41,NA,NA,NA,NA,0.45,0.66,0.46,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4571","6X5Q",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","Clinical_Precedence",4
"ENSG00000213639","PPP1CB","protein phosphatase 1 catalytic subunit beta","protein coding","heart disease",63,0.11,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,0.44,NA,NA,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9282",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","No_Evidence",4
"ENSG00000105329","TGFB1","transforming growth factor beta 1","protein coding","heart disease",1785,NA,NA,NA,NA,NA,NA,0.53,NA,NA,0.31,NA,0.28,NA,NA,NA,NA,0.25,NA,NA,NA,0.38,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11766","1KLA, 1KLC, 1KLD, 3KFD, 4KV5, 5FFO, 5VQP, 6OM2, 6P7J",91,"https://genomics.senescence.info/genes/entry.php?hgnc=TGFB1",NA,NA,NA,NA,NA,NA,NA,NA,6
"ENSG00000107902","LHPP","phospholysine phosphohistidine inorganic pyrophosphate phosphatase","protein coding",NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30042","2X4D",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","Predicted_Tractable",2
"ENSG00000108175","ZMIZ1","zinc finger MIZ-type containing 1","protein coding","type 2 diabetes",2,0.01,NA,NA,0.29,0,NA,0.01,0,0,0.01,NA,0.67,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.01,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16493","5AIZ",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",3
"ENSG00000113600","C9","complement C9","protein coding","age-related macular degeneration",3,NA,NA,NA,NA,NA,0.56,NA,NA,0.5,NA,NA,0.18,0.49,0.59,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1358","5FMW, 6DLW, 6H03, 6H04",NA,NA,NA,1,"Immune response","immune response","Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",6
"ENSG00000115138","POMC","proopiomelanocortin","protein coding","obesity",584,NA,NA,NA,NA,0.87,NA,NA,NA,NA,NA,NA,NA,0.54,NA,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9201","4XNH, 4XPD, 4Y49, 6TUB",NA,NA,NA,1,"Nutrient signalling","response to nutrient levels","Predicted_Tractable_(H)","No_Evidence","No_Evidence","Discovery_Opportunity",3
"ENSG00000153815","CMIP","c-Maf inducing protein","protein coding","type 2 diabetes",4,NA,NA,0.63,NA,NA,NA,0.43,0.02,0.01,0,NA,0.89,0.79,NA,NA,NA,0.8,NA,NA,0.06,0.83,NA,NA,0.54,0.73,NA,NA,NA,NA,NA,NA,NA,NA,"24319",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",9
"ENSG00000171634","BPTF","bromodomain PHD finger transcription factor","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,0.61,0.55,NA,NA,0.03,NA,NA,NA,0.61,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3581","2F6J, 2F6N, 2FSA, 2FUI, 2FUU, 2RI7, 3QZS, 3QZT, 3QZV, 3UV2, 5H6Y, 5R4G, 5R4H, 5R4I, 5R4J, 5R4K, 5R4L, 5R4M, 5R4N, 5R4O, 6AZE, 7K6R, 7K6S, 7KDW, 7KDZ",NA,NA,NA,1,"Epigenetic alteration","chromatin remodeling","No_Evidence","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",5
"ENSG00000087128","TMPRSS11E","transmembrane serine protease 11E","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24465","2OQ5",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","No_Evidence","Discovery_Opportunity",2
"ENSG00000119912","IDE","insulin degrading enzyme","protein coding","type 2 diabetes",80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5381","2G47, 2G48, 2G49, 2G54, 2G56, 2JBU, 2JG4, 2WBY, 2WC0, 2WK3, 2YPU, 3CWW, 3E4A, 3E4Z, 3E50, 3H44, 3HGZ, 3N56, 3N57, 3OFI, 3QZ2, 4DTT, 4DWK, 4GS8, 4GSC, 4GSF, 4IFH, 4IOF, 4LTE, 4M1C, 4NXO, 4PES, 4PF7, 4PF9, 4PFC, 4QIA, 4RAL, 4RE9, 5CJO, 5UOE, 5WOB, 6B3Q, 6B70, 6B7Y, 6B7Z, 6BF6, 6BF7, 6BF8, 6BF9, 6BFC, 6BYZ, 6EDS, 6MQ3",NA,NA,NA,1,"Proteostasis","protein catabolic process","Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",2
"ENSG00000152518","ZFP36L2","ZFP36 ring finger protein like 2","protein coding",NA,NA,NA,0.38,0.03,NA,NA,NA,0.16,NA,NA,NA,NA,0.16,NA,NA,NA,NA,0.04,NA,NA,NA,0.59,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1108","1RGO",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",5
"ENSG00000179889","PDXDC1","pyridoxal dependent decarboxylase domain containing 1","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.02,NA,0,NA,0.68,0.41,NA,NA,NA,NA,NA,NA,NA,0.16,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28995",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",4
"ENSG00000197114","ZGPAT","zinc finger CCCH-type and G-patch domain containing","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,NA,0,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15948","4II1",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","No_Evidence",2
"ENSG00000205884","DEFB136","defensin beta 136","protein coding",NA,NA,NA,NA,NA,NA,0.22,NA,0.44,NA,NA,NA,NA,0.38,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34433",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","No_Evidence","No_Evidence",4
"ENSG00000092969","TGFB2","transforming growth factor beta 2","protein coding","heart disease",53,0.71,NA,0.53,NA,NA,NA,0.74,NA,NA,NA,NA,NA,0.82,0.34,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11768","1TFG, 2TGI, 4KXZ, 5TX4, 5TY4, 6I9J",NA,NA,NA,1,"Immune response","immune response","Clinical_Precedence","Clinical_Precedence","Discovery_Opportunity","No_Evidence",6
"ENSG00000117682","DHDDS","dehydrodolichyl diphosphate synthase subunit","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.35,NA,NA,NA,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20603","6W2L, 6Z1N",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",3
"ENSG00000123106","CCDC91","coiled-coil domain containing 91","protein coding",NA,NA,0.57,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,NA,NA,NA,0.65,NA,NA,NA,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24855","1OM9",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","No_Evidence",5
"ENSG00000134532","SOX5","SRY-box transcription factor 5","protein coding","heart disease",10,NA,NA,NA,0.38,NA,NA,0.51,0.02,NA,0,NA,NA,0.76,0.47,NA,NA,NA,NA,0.48,NA,0.49,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11201",NA,NA,NA,"Induces",NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",7
"ENSG00000101076","HNF4A","hepatocyte nuclear factor 4 alpha","protein coding","type 2 diabetes",164,NA,0,NA,0.17,NA,NA,0,NA,NA,0.01,NA,0.87,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5024","1PZL, 3CBB, 3FS1, 4B7W, 4IQR, 6CHT",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","Clinical_Precedence",4
"ENSG00000111252","SH2B3","SH2B adaptor protein 3","protein coding","heart disease",34,NA,0.35,0.55,0.63,0,NA,0.42,0.01,0.32,0.31,0.51,0.57,0.53,NA,NA,NA,NA,NA,NA,NA,0.46,NA,NA,NA,NA,NA,0.33,0.41,NA,NA,NA,NA,NA,"29605",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","No_Evidence",12
"ENSG00000137507","LRRC32","leucine rich repeat containing 32","protein coding","rheumatoid arthritis",1,NA,NA,NA,0.45,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,0.45,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4161","6GFF",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","No_Evidence","No_Evidence",2
"ENSG00000142303","ADAMTS10","ADAM metallopeptidase with thrombospondin type 1 motif 10","protein coding","heart disease",4,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0.67,0.45,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13201",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","No_Evidence","No_Evidence",2
"ENSG00000165424","ZCCHC24","zinc finger CCHC-type containing 24","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,0.17,NA,NA,0.18,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26911",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",3
"ENSG00000198369","SPRED2","sprouty related EVH1 domain containing 2","protein coding","heart disease",6,0,NA,NA,0.8,NA,NA,0.76,NA,NA,NA,NA,0.05,NA,0.59,NA,NA,0.04,NA,NA,0.5,0.68,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17722","2JP2",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","No_Evidence",6
"ENSG00000014914","MTMR11","myotubularin related protein 11","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,0.56,NA,NA,NA,0.4,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24307",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","No_Evidence","No_Evidence",4
"ENSG00000161888","SPC24","SPC24 component of NDC80 kinetochore complex","protein coding","heart disease",1,NA,0.05,NA,NA,NA,NA,0.47,NA,NA,NA,NA,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26913","2VE7, 3IZ0",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",3
"ENSG00000185008","ROBO2","roundabout guidance receptor 2","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,0.48,NA,NA,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10250","1UEM, 1UJT, 2EDJ, 5NOI, 6I9S, 6IAA",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","No_Evidence",3
"ENSG00000198945","L3MBTL3","L3MBTL histone methyl-lysine binding protein 3","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,0,NA,NA,0.79,0.84,0.64,NA,NA,0.8,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"23035","1WJQ, 1WJS, 3UT1, 4FL6, 4L59",NA,NA,NA,1,"Epigenetic alteration","chromatin remodeling","No_Evidence","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",5
"ENSG00000119669","IRF2BPL","interferon regulatory factor 2 binding protein like","protein coding",NA,NA,NA,0,NA,NA,NA,NA,0.45,0,0,NA,NA,0.44,0.59,NA,NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14282","2B9G, 2CS3",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",4
"ENSG00000135111","TBX3","T-box transcription factor 3","protein coding","obesity",75,NA,NA,0.47,NA,0.85,0.01,0.47,0.01,NA,0,NA,0.07,0.72,0.63,NA,NA,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,"11602","1H6F",NA,NA,NA,1,"Cellular senescence","cellular senescence","No_Evidence","No_Evidence","Discovery_Opportunity","Predicted_Tractable",8
"ENSG00000138336","TET1","tet methylcytosine dioxygenase 1","protein coding","type 2 diabetes",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,0.45,0.53,NA,NA,NA,NA,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29484","6ASD",NA,NA,NA,1,"Epigenetic alteration","DNA methylation or demethylation, histone modification, chromatin remodeling","No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",4
"ENSG00000145147","SLIT2","slit guidance ligand 2","protein coding",NA,NA,NA,0,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11086","2V70, 2V9S, 2V9T, 2WFH",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","Predicted_Tractable",2
"ENSG00000164733","CTSB","cathepsin B","protein coding","heart disease",50,NA,NA,NA,NA,NA,NA,0.13,NA,NA,NA,NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2527","1CSB, 1GMY, 1HUC, 1PBH, 2IPP, 2PBH, 3AI8, 3CBJ, 3CBK, 3K9M, 3PBH, 5MBL, 5MBM, 6AY2",NA,NA,NA,1,"Proteostasis","protein catabolic process","Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",3
"ENSG00000184897","H1-10","H1.10 linker histone","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,"4722","2LSO, 6L9Z, 7K60, 7K63",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",2
"ENSG00000187772","LIN28B","lin-28 homolog B","protein coding","obesity",2,NA,NA,NA,NA,0,NA,0.01,NA,NA,NA,NA,NA,0.4,0.44,NA,NA,0.7,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32207","4A4I",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","No_Evidence","No_Evidence",3
"ENSG00000100219","XBP1","X-box binding protein 1","protein coding","hypertension",1,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12801","6R5Q, 6R6G, 6R6P, 6R7Q",NA,NA,NA,3,"Nutrient signalling, Proteostasis, Immune response","response to nutrient levels, protein catabolic process, immune response","Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",3
"ENSG00000100599","RIN3","Ras and Rab interactor 3","protein coding","alzheimers disease",9,0.74,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.67,0.81,NA,NA,NA,NA,NA,NA,0.31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18751","3U23, 4WCI",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",4
"ENSG00000130287","NCAN","neurocan","protein coding","type 2 diabetes",2,NA,NA,NA,0,NA,NA,0.04,NA,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,0.38,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,"2465",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","No_Evidence",2
"ENSG00000168038","ULK4","unc-51 like kinase 4","protein coding","hypertension",4,NA,0,0.53,NA,NA,NA,0,0.01,NA,NA,NA,NA,0.31,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,0,NA,NA,NA,NA,"15784","6TSZ, 6U5L",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","No_Evidence","Discovery_Opportunity",4
"ENSG00000175164","ABO","ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase","protein coding","heart disease",182,NA,0.36,0.33,NA,NA,NA,0.53,NA,NA,0.4,NA,0.71,0.35,NA,NA,NA,0.61,NA,NA,NA,0.62,0.03,NA,0.41,NA,NA,NA,0.51,NA,NA,NA,NA,NA,"79","1LZ0, 1LZ7, 1LZI, 1LZJ, 1R7T, 1R7U, 1R7V, 1R7X, 1R7Y, 1R80, 1R81, 1R82, 1WSZ, 1WT0, 1WT1, 1WT2, 1WT3, 1XZ6, 1ZHJ, 1ZI1, 1ZI3, 1ZI4, 1ZI5, 1ZIZ, 1ZJ0, 1ZJ1, 1ZJ2, 1ZJ3, 1ZJO, 1ZJP, 2A8U, 2A8W, 2I7B, 2O1F, 2O1G, 2O1H, 2PGV, 2PGY, 2RIT, 2RIX, 2RIY, 2RIZ, 2RJ0, 2RJ1, 2RJ4, 2RJ5, 2RJ6, 2RJ7, 2RJ8, 2RJ9, 2Y7A, 3I0C, 3I0D, 3I0E, 3I0F, 3I0G, 3I0H, 3I0I, 3I0J, 3I0K, 3I0L, 3IOH, 3IOI, 3IOJ, 3SX3, 3SX5, 3SX7, 3SX8, 3SXA, 3SXB, 3SXC, 3SXD, 3SXE, 3SXG, 3U0X, 3U0Y, 3V0L, 3V0M, 3V0N, 3V0O, 3V0P, 3V0Q, 3ZGF, 3ZGG, 4C2S, 4FQW, 4FRA, 4FRB, 4FRD, 4FRE, 4FRH, 4FRL, 4FRM, 4FRO, 4FRP, 4FRQ, 4GBP, 4KC1, 4KC2, 4KC4, 4KXO, 4Y62, 4Y63, 4Y64, 5BXC, 5C1G, 5C1H, 5C1L, 5C36, 5C38, 5C3A, 5C3B, 5C3D, 5C47, 5C48, 5C49, 5C4B, 5C4C, 5C4D, 5C4E, 5C4F, 5C8R, 5CMF, 5CMG, 5CMH, 5CMI, 5CMJ, 5CQL, 5CQM, 5CQN, 5CQO, 5CQP, 5M79, 5M7A, 5M7B, 5M7C, 5M7D, 5TJK, 5TJL, 5TJN, 5TJO, 6BJI, 6BJJ, 6BJK, 6BJL, 6BJM, 6GWY, 6GWZ, 6GX0, 6GX1, 6GX2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
